Ticker Symbol;Period Ending;Cash and Cash Equivalents;Net Income;Total Assets;Total Equity;Total Liabilities;Total Revenue;Earnings Per Share
DOV;2015-12-31;362185000.0;869829000.0;8606076000.0;3644575000.0;4961501000.0;6956311000.0;5.52
DOV;2016-12-31;349146000.0;508892000.0;10115991000.0;3799746000.0;6316245000.0;6794342000.0;
DPS;2013-12-31;153000000.0;624000000.0;8201000000.0;2277000000.0;5924000000.0;5997000000.0;3.08
DPS;2014-12-31;237000000.0;703000000.0;8265000000.0;2294000000.0;5971000000.0;6121000000.0;3.59
DPS;2015-12-31;911000000.0;764000000.0;8869000000.0;2183000000.0;6686000000.0;6282000000.0;4.0
DPS;2016-12-31;1787000000.0;847000000.0;9791000000.0;2134000000.0;7657000000.0;6440000000.0;
DRI;2013-05-26;88200000.0;411900000.0;6936900000.0;2059500000.0;4877400000.0;5921000000.0;3.19
DRI;2014-05-25;98300000.0;286200000.0;7082700000.0;2156900000.0;4925800000.0;6285600000.0;2.18
DRI;2015-05-31;535900000.0;709500000.0;5994700000.0;2333500000.0;3661200000.0;6764000000.0;5.56
DRI;2016-05-29;274800000.0;375000000.0;4582600000.0;1952000000.0;2630600000.0;6933500000.0;2.94
DUK;2012-12-31;1424000000.0;1768000000.0;113856000000.0;40863000000.0;72993000000.0;17912000000.0;0.21
DUK;2013-12-31;1501000000.0;2665000000.0;114779000000.0;41330000000.0;73449000000.0;22756000000.0;3.77
DUK;2014-12-31;2036000000.0;1883000000.0;120557000000.0;40875000000.0;79682000000.0;23925000000.0;2.66
DUK;2015-12-31;857000000.0;2816000000.0;121156000000.0;39727000000.0;81429000000.0;23459000000.0;4.05
DVA;2012-12-31;533748000.0;536017000.0;16014633000.0;3763137000.0;12251496000.0;8186280000.0;5.58
DVA;2013-12-31;946249000.0;633446000.0;17098877000.0;4432479000.0;12666398000.0;11764050000.0;3.02
DVA;2014-12-31;965241000.0;723114000.0;17617432000.0;5170513000.0;12446919000.0;12795106000.0;3.41
DVA;2015-12-31;1499116000.0;269732000.0;18514875000.0;4870780000.0;13644095000.0;13781837000.0;1.27
DVN;2013-12-31;6066000000.0;-20000000.0;42877000000.0;20499000000.0;22378000000.0;10397000000.0;-0.06
DVN;2014-12-31;1480000000.0;1607000000.0;50637000000.0;21539000000.0;29098000000.0;20638000000.0;3.93
DVN;2015-12-31;2310000000.0;-14454000000.0;29451000000.0;7049000000.0;22402000000.0;13145000000.0;-35.55
DVN;2016-12-31;1959000000.0;-3302000000.0;25913000000.0;5927000000.0;19986000000.0;12197000000.0;
EA;2013-03-31;1292000000.0;98000000.0;5070000000.0;2267000000.0;2803000000.0;3797000000.0;0.32
EA;2014-03-31;1782000000.0;8000000.0;5716000000.0;2422000000.0;3294000000.0;3575000000.0;0.03
EA;2015-03-31;2068000000.0;875000000.0;6147000000.0;3036000000.0;3111000000.0;4515000000.0;2.81
EA;2016-03-31;2493000000.0;1156000000.0;7050000000.0;3396000000.0;3654000000.0;4396000000.0;3.73
EBAY;2013-12-31;4494000000.0;2856000000.0;41488000000.0;23647000000.0;17841000000.0;8257000000.0;2.2
EBAY;2014-12-31;4105000000.0;46000000.0;45132000000.0;19906000000.0;25226000000.0;8790000000.0;0.04
EBAY;2015-12-31;1832000000.0;1725000000.0;17755000000.0;6576000000.0;11179000000.0;8592000000.0;1.43
EBAY;2016-12-31;1816000000.0;7266000000.0;23847000000.0;10539000000.0;13308000000.0;8979000000.0;
ECL;2012-12-31;1157800000.0;703600000.0;17572300000.0;6077000000.0;11495300000.0;11838700000.0;2.41
ECL;2013-12-31;339200000.0;967800000.0;19636500000.0;7344300000.0;12292200000.0;13253400000.0;3.23
ECL;2014-12-31;209600000.0;1202800000.0;19427400000.0;7315900000.0;12111500000.0;14280500000.0;4.01
ECL;2015-12-31;92800000.0;1002100000.0;18641700000.0;6909900000.0;11731800000.0;13545100000.0;3.38
ED;2013-12-31;674000000.0;1062000000.0;40647000000.0;12245000000.0;28402000000.0;12354000000.0;3.62
ED;2014-12-31;699000000.0;1092000000.0;44071000000.0;12576000000.0;31495000000.0;12919000000.0;3.73
ED;2015-12-31;944000000.0;1193000000.0;45642000000.0;13052000000.0;32590000000.0;12554000000.0;4.07
ED;2016-12-31;776000000.0;1245000000.0;48255000000.0;14298000000.0;33957000000.0;12075000000.0;
EFX;2012-12-31;146800000.0;272100000.0;4520100000.0;1933200000.0;2586900000.0;2073000000.0;2.27
EFX;2013-12-31;235900000.0;351800000.0;4539900000.0;2300700000.0;2239200000.0;2303900000.0;2.9
EFX;2014-12-31;128300000.0;367400000.0;4661000000.0;2200100000.0;2460900000.0;2436400000.0;3.03
EFX;2015-12-31;93300000.0;429100000.0;4509000000.0;2310900000.0;2198100000.0;2663600000.0;3.61
EIX;2012-12-31;170000000.0;-92000000.0;44394000000.0;9432000000.0;34962000000.0;11862000000.0;-0.56
EIX;2013-12-31;146000000.0;1015000000.0;46646000000.0;9938000000.0;36708000000.0;12581000000.0;2.81
EIX;2014-12-31;132000000.0;1721000000.0;49734000000.0;10960000000.0;38774000000.0;13413000000.0;4.95
EIX;2015-12-31;161000000.0;1117000000.0;50310000000.0;11368000000.0;38942000000.0;11524000000.0;3.13
EL;2013-06-30;1495700000.0;1019800000.0;7145200000.0;3286900000.0;3843300000.0;10181700000.0;2.63
EL;2014-06-30;1629100000.0;1204100000.0;7868800000.0;3854900000.0;3999400000.0;10968800000.0;3.12
EL;2015-06-30;1021400000.0;1088900000.0;8226900000.0;3643200000.0;4572600000.0;10780400000.0;2.87
EL;2016-06-30;914100000.0;1114600000.0;9223300000.0;3571900000.0;5636000000.0;11262300000.0;3.01
EMN;2012-12-31;249000000.0;437000000.0;11710000000.0;2943000000.0;8767000000.0;8102000000.0;3.0
EMN;2013-12-31;237000000.0;1165000000.0;11845000000.0;3796000000.0;8049000000.0;9350000000.0;7.57
EMN;2014-12-31;214000000.0;751000000.0;16072000000.0;3510000000.0;12562000000.0;9527000000.0;5.03
EMN;2015-12-31;293000000.0;848000000.0;15611000000.0;3941000000.0;11670000000.0;9648000000.0;5.71
EMR;2013-09-30;3275000000.0;2004000000.0;24711000000.0;10585000000.0;14126000000.0;24669000000.0;2.78
EMR;2014-09-30;3149000000.0;2184000000.0;24177000000.0;10119000000.0;14058000000.0;17733000000.0;3.05
EMR;2015-09-30;3054000000.0;2733000000.0;22088000000.0;8081000000.0;14007000000.0;16249000000.0;4.01
EMR;2016-09-30;3182000000.0;1664000000.0;21743000000.0;7568000000.0;14175000000.0;14522000000.0;2.53
EOG;2012-12-31;876435000.0;570279000.0;27336578000.0;13284764000.0;14051814000.0;11682636000.0;2.13
EOG;2013-12-31;1318209000.0;2197109000.0;30574238000.0;15418459000.0;15155779000.0;14487118000.0;8.13
EOG;2014-12-31;2087213000.0;2915487000.0;34762687000.0;17712582000.0;17050105000.0;18035340000.0;5.36
EOG;2015-12-31;718506000.0;-4524515000.0;26975244000.0;12943035000.0;14032209000.0;8757428000.0;-8.29
EQIX;2012-12-31;252213000.0;140028000.0;6135797000.0;2313441000.0;3822356000.0;1887376000.0;3.01
EQIX;2013-12-31;261894000.0;94685000.0;7492359000.0;2459064000.0;5033295000.0;2152766000.0;1.92
EQIX;2014-12-31;613974000.0;-259547000.0;7781978000.0;2270131000.0;5511847000.0;2443776000.0;-4.96
EQIX;2015-12-31;2708255000.0;187774000.0;10356695000.0;2745386000.0;7611309000.0;2725867000.0;3.25
EQR;2012-12-31;863032000.0;841719000.0;17201000000.0;7289813000.0;9911187000.0;1747502000.0;2.729
EQR;2013-12-31;157101000.0;1830613000.0;22834545000.0;10507201000.0;12327344000.0;2387702000.0;5.155
EQR;2014-12-31;112383000.0;631308000.0;22950614000.0;10368456000.0;12582158000.0;2614748000.0;1.736
EQR;2015-12-31;98169000.0;870120000.0;23157328000.0;10470368000.0;12686960000.0;2744965000.0;2.37
EQT;2013-12-31;845641000.0;390572000.0;9792053000.0;4034788000.0;5757265000.0;1859177000.0;2.59
EQT;2014-12-31;1077429000.0;386965000.0;12035353000.0;4582815000.0;7452538000.0;2388768000.0;2.55
EQT;2015-12-31;1601232000.0;85171000.0;13976172000.0;5077791000.0;8898381000.0;1954000000.0;0.56
EQT;2016-12-31;1103540000.0;-452983000.0;15472922000.0;5860281000.0;9612641000.0;1857339000.0;
ES;2012-12-31;45748000.0;525945000.0;28302824000.0;9237050000.0;19065774000.0;6273787000.0;1.9
ES;2013-12-31;43364000.0;786007000.0;27795537000.0;9611528000.0;18184009000.0;7301204000.0;2.49
ES;2014-12-31;38703000.0;819546000.0;29740387000.0;9976815000.0;19763572000.0;7741856000.0;2.59
ES;2015-12-31;23947000.0;878485000.0;30580309000.0;10352215000.0;20228094000.0;7954827000.0;2.77
ESS;2012-12-31;42126000.0;125284000.0;4847223000.0;1764804000.0;3082419000.0;535153000.0;3.42
ESS;2013-12-31;53766000.0;156283000.0;5186839000.0;1884619000.0;3302220000.0;610590000.0;4.06
ESS;2014-12-31;95749000.0;122150000.0;11526732000.0;6022672000.0;5504060000.0;970938000.0;
ESS;2015-12-31;123055000.0;232120000.0;12005091000.0;6237733000.0;5767358000.0;1194407000.0;3.5
ETFC;2012-12-31;3138392000.0;-113000000.0;47386739000.0;4904470000.0;42482269000.0;1365000000.0;-0.39
ETFC;2013-12-31;2904000000.0;86000000.0;46280000000.0;4856000000.0;41424000000.0;1466000000.0;0.3
ETFC;2014-12-31;2338000000.0;293000000.0;45530000000.0;5375000000.0;40155000000.0;1665000000.0;1.02
ETFC;2015-12-31;3290000000.0;268000000.0;45427000000.0;5799000000.0;39628000000.0;1403000000.0;0.92
ETN;2012-12-31;577000000.0;1217000000.0;35810000000.0;15113000000.0;20632000000.0;16311000000.0;3.54
ETN;2013-12-31;915000000.0;1861000000.0;35491000000.0;16791000000.0;18628000000.0;22046000000.0;3.93
ETN;2014-12-31;781000000.0;1793000000.0;33529000000.0;15786000000.0;17690000000.0;22552000000.0;3.78
ETN;2015-12-31;268000000.0;1979000000.0;31031000000.0;15186000000.0;15800000000.0;20855000000.0;4.25
ETR;2012-12-31;532569000.0;868363000.0;43202502000.0;9291089000.0;33911413000.0;10302079000.0;4.77
ETR;2013-12-31;739126000.0;730572000.0;43406446000.0;9726466000.0;33679980000.0;11390947000.0;3.99
ETR;2014-12-31;1422026000.0;960257000.0;46414455000.0;10101725000.0;36312730000.0;12494921000.0;5.24
ETR;2015-12-31;1350961000.0;-156734000.0;44647681000.0;9256791000.0;35390890000.0;11513251000.0;-0.99
EW;2012-12-31;310900000.0;291500000.0;2221500000.0;1479300000.0;742200000.0;1899600000.0;2.55
EW;2013-12-31;420400000.0;389100000.0;2709900000.0;1544400000.0;1165500000.0;2045500000.0;3.51
EW;2014-12-31;653800000.0;811100000.0;3523000000.0;2191400000.0;1331600000.0;2322900000.0;7.62
EW;2015-12-31;718400000.0;494900000.0;4059300000.0;2503100000.0;1556200000.0;2493700000.0;2.3
EXC;2013-12-31;1776000000.0;1729000000.0;79924000000.0;22925000000.0;56999000000.0;24888000000.0;0.6
EXC;2014-12-31;2149000000.0;1603000000.0;86416000000.0;22801000000.0;63615000000.0;27429000000.0;
EXC;2015-12-31;6707000000.0;2269000000.0;95384000000.0;25986000000.0;69398000000.0;29447000000.0;
EXC;2016-12-31;888000000.0;1134000000.0;114904000000.0;25837000000.0;89067000000.0;31360000000.0;
EXPD;2012-12-31;1260842000.0;333360000.0;2954125000.0;2027699000.0;926426000.0;5992215000.0;1.58
EXPD;2013-12-31;1247652000.0;348526000.0;3014812000.0;2084783000.0;930029000.0;6080257000.0;1.69
EXPD;2014-12-31;927107000.0;376888000.0;2890905000.0;1868408000.0;1022497000.0;6564721000.0;1.92
EXPD;2015-12-31;807796000.0;457223000.0;2582438000.0;1691993000.0;890445000.0;6616632000.0;2.42
EXPE;2013-12-31;1047075000.0;232850000.0;7739481000.0;2145464000.0;5594017000.0;4771259000.0;1.73
EXPE;2014-12-31;1437588000.0;398097000.0;9020538000.0;1784267000.0;7236271000.0;5763485000.0;3.09
EXPE;2015-12-31;1687623000.0;764465000.0;15485675000.0;4864394000.0;10621281000.0;6672317000.0;5.87
EXPE;2016-12-31;1815544000.0;281848000.0;15777546000.0;4132301000.0;11645245000.0;8773564000.0;
EXR;2012-12-31;47761000.0;208922000.0;3223477000.0;1491807000.0;1731670000.0;409396000.0;1.15
EXR;2013-12-31;148174000.0;309931000.0;3977140000.0;1758470000.0;2218670000.0;520613000.0;1.54
EXR;2014-12-31;72908000.0;367258000.0;4381987000.0;1737425000.0;2644562000.0;647155000.0;1.54
EXR;2015-12-31;106537000.0;394950000.0;6071407000.0;2089077000.0;3982330000.0;782270000.0;1.58
F;2013-12-31;14468000000.0;11953000000.0;202179000000.0;26112000000.0;176067000000.0;146917000000.0;1.82
F;2014-12-31;10757000000.0;1231000000.0;208615000000.0;24438000000.0;184177000000.0;144077000000.0;0.81
F;2015-12-31;14272000000.0;7373000000.0;224925000000.0;28642000000.0;196283000000.0;149558000000.0;1.86
F;2016-12-31;15905000000.0;4596000000.0;237951000000.0;29170000000.0;208781000000.0;151800000000.0;
FAST;2013-12-31;58506000.0;448636000.0;2075784000.0;1772697000.0;303087000.0;3326106000.0;1.51
FAST;2014-12-31;114496000.0;494150000.0;2359102000.0;1915217000.0;443885000.0;3733507000.0;1.67
FAST;2015-12-31;129019000.0;516361000.0;2532462000.0;1801289000.0;731173000.0;3869187000.0;1.77
FAST;2016-12-31;112735000.0;499478000.0;2668884000.0;1933094000.0;735790000.0;3962036000.0;
FB;2013-12-31;3323000000.0;1491000000.0;17895000000.0;15470000000.0;2425000000.0;7872000000.0;0.62
FB;2014-12-31;4315000000.0;2925000000.0;39966000000.0;36096000000.0;3870000000.0;12466000000.0;1.12
FB;2015-12-31;4907000000.0;3669000000.0;49407000000.0;44218000000.0;5189000000.0;17928000000.0;1.31
FB;2016-12-31;8903000000.0;10188000000.0;64961000000.0;59194000000.0;5767000000.0;27638000000.0;
FBHS;2012-12-31;336000000.0;118700000.0;3873900000.0;2381100000.0;1492800000.0;3134800000.0;0.74
FBHS;2013-12-31;241400000.0;229700000.0;4178100000.0;2649400000.0;1528700000.0;3703600000.0;1.39
FBHS;2014-12-31;191900000.0;158100000.0;4052900000.0;2259500000.0;1793400000.0;4013600000.0;0.98
FBHS;2015-12-31;238500000.0;315000000.0;4878600000.0;2450900000.0;2427700000.0;4579400000.0;1.97
FCX;2012-12-31;3705000000.0;3100000000.0;35440000000.0;17543000000.0;17897000000.0;18010000000.0;3.2
FCX;2013-12-31;1985000000.0;2680000000.0;63473000000.0;20934000000.0;42539000000.0;20921000000.0;2.65
FCX;2014-12-31;464000000.0;-551000000.0;58674000000.0;18287000000.0;40387000000.0;21438000000.0;-1.26
FCX;2015-12-31;224000000.0;-12156000000.0;46577000000.0;7828000000.0;38749000000.0;15877000000.0;-11.31
FDX;2013-05-31;4917000000.0;2716000000.0;33567000000.0;17398000000.0;16169000000.0;44287000000.0;4.95
FDX;2014-05-31;2908000000.0;2324000000.0;33070000000.0;15277000000.0;17793000000.0;45567000000.0;6.82
FDX;2015-05-31;3763000000.0;1050000000.0;36531000000.0;14993000000.0;21538000000.0;47453000000.0;3.7
FDX;2016-05-31;3534000000.0;1820000000.0;46064000000.0;13784000000.0;32280000000.0;50365000000.0;6.59
FE;2012-12-31;172000000.0;770000000.0;50494000000.0;13084000000.0;37410000000.0;15255000000.0;1.85
FE;2013-12-31;218000000.0;392000000.0;50424000000.0;12692000000.0;37732000000.0;14892000000.0;0.94
FE;2014-12-31;85000000.0;299000000.0;51648000000.0;12420000000.0;39228000000.0;15049000000.0;
FE;2015-12-31;131000000.0;578000000.0;52187000000.0;12421000000.0;39766000000.0;15026000000.0;1.37
FFIV;2013-09-30;189693000.0;277314000.0;2230554000.0;1538712000.0;691842000.0;1481314000.0;3.53
FFIV;2014-09-30;281502000.0;311183000.0;2184950000.0;1369310000.0;815640000.0;1732046000.0;4.13
FFIV;2015-09-30;390460000.0;365014000.0;2312290000.0;1316728000.0;995562000.0;1919823000.0;5.07
FFIV;2016-09-30;514571000.0;365855000.0;2306323000.0;1185262000.0;1121061000.0;1995034000.0;5.43
FIS;2012-12-31;517600000.0;481100000.0;13549700000.0;6640900000.0;6908800000.0;5795800000.0;1.58
FIS;2013-12-31;547500000.0;517700000.0;13960100000.0;6580500000.0;7379600000.0;6063400000.0;1.7
FIS;2014-12-31;492800000.0;706900000.0;14520500000.0;6556700000.0;7963800000.0;6413800000.0;2.38
FIS;2015-12-31;687600000.0;650800000.0;26268800000.0;9321000000.0;16947800000.0;6595200000.0;2.22
FISV;2012-12-31;358000000.0;611000000.0;8497000000.0;3417000000.0;5080000000.0;4436000000.0;4.5
FISV;2013-12-31;400000000.0;648000000.0;9513000000.0;3585000000.0;5928000000.0;4814000000.0;2.47
FISV;2014-12-31;294000000.0;754000000.0;9308000000.0;3295000000.0;6013000000.0;5066000000.0;3.03
FISV;2015-12-31;275000000.0;712000000.0;9340000000.0;2660000000.0;6680000000.0;5254000000.0;3.04
FL;2013-02-02;880000000.0;397000000.0;3367000000.0;2377000000.0;990000000.0;6182000000.0;2.62
FL;2014-02-01;858000000.0;429000000.0;3487000000.0;2496000000.0;991000000.0;6505000000.0;2.89
FL;2015-01-31;967000000.0;520000000.0;3577000000.0;2496000000.0;1081000000.0;7151000000.0;3.61
FL;2016-01-30;1021000000.0;541000000.0;3775000000.0;2553000000.0;1222000000.0;7412000000.0;3.89
FLIR;2012-12-31;321739000.0;222398000.0;2190655000.0;1599901000.0;590754000.0;1405358000.0;1.47
FLIR;2013-12-31;542476000.0;177015000.0;2343359000.0;1613380000.0;729979000.0;1496372000.0;1.24
FLIR;2014-12-31;531374000.0;200261000.0;2349311000.0;1609773000.0;739538000.0;1530654000.0;1.42
FLIR;2015-12-31;472785000.0;241686000.0;2406400000.0;1649515000.0;756885000.0;1557067000.0;1.73
FLR;2013-12-31;2283582000.0;667711000.0;8323850000.0;3756987000.0;4566863000.0;27351573000.0;4.11
FLR;2014-12-31;1993125000.0;510909000.0;8194429000.0;3110871000.0;5083558000.0;21531577000.0;3.24
FLR;2015-12-31;1949886000.0;412512000.0;7625406000.0;2997347000.0;4628059000.0;18114048000.0;2.85
FLR;2016-12-31;1850436000.0;281401000.0;9216417000.0;3125191000.0;6091226000.0;19036525000.0;
FLS;2013-12-31;363804000.0;485530000.0;5036733000.0;1870379000.0;3166354000.0;4954619000.0;3.43
FLS;2014-12-31;450350000.0;518824000.0;4968020000.0;1931562000.0;3036458000.0;4877885000.0;3.79
FLS;2015-12-31;366444000.0;267669000.0;4980657000.0;1666477000.0;3314180000.0;4561030000.0;2.01
FLS;2016-12-31;367162000.0;145060000.0;4742762000.0;1648234000.0;3094528000.0;3991462000.0;
FMC;2012-12-31;77100000.0;416200000.0;4373900000.0;1480300000.0;2893600000.0;3409900000.0;3.01
FMC;2013-12-31;123200000.0;293900000.0;5235200000.0;1519800000.0;3715400000.0;3130700000.0;2.16
FMC;2014-12-31;109500000.0;307500000.0;5326000000.0;1530500000.0;3795500000.0;3258700000.0;2.3
FMC;2015-12-31;78600000.0;489000000.0;6325900000.0;1865700000.0;4460200000.0;3276500000.0;3.66
FRT;2013-12-31;88927000.0;162681000.0;4219294000.0;1448160000.0;2771134000.0;637413000.0;2.47
FRT;2014-12-31;47951000.0;164535000.0;4546870000.0;1604401000.0;2942469000.0;686090000.0;2.42
FRT;2015-12-31;21046000.0;210219000.0;4896559000.0;1663749000.0;3232810000.0;744012000.0;3.04
FRT;2016-12-31;23368000.0;249910000.0;5423279000.0;1976733000.0;3446546000.0;801591000.0;
FSLR;2012-12-31;901294000.0;-96338000.0;6348692000.0;3605526000.0;2743166000.0;3368545000.0;-1.11
FSLR;2013-12-31;1325072000.0;350718000.0;6883502000.0;4503117000.0;2380385000.0;3309616000.0;3.77
FSLR;2014-12-31;1482054000.0;395964000.0;6720991000.0;4991487000.0;1729504000.0;3391187000.0;3.97
FSLR;2015-12-31;1126826000.0;546421000.0;7316331000.0;5548487000.0;1767844000.0;3578995000.0;5.42
FTR;2012-12-31;1341940000.0;46273000.0;17733631000.0;4107596000.0;13626035000.0;5011853000.0;0.14
FTR;2013-12-31;880039000.0;-47000000.0;16635484000.0;4055481000.0;12580003000.0;4762000000.0;0.11
FTR;2014-12-31;682000000.0;133000000.0;18810000000.0;3658000000.0;15152000000.0;4772000000.0;0.13
FTR;2015-12-31;9380000000.0;-196000000.0;27084000000.0;5614000000.0;21470000000.0;5576000000.0;-0.29
GD;2013-12-31;5301000000.0;2357000000.0;35494000000.0;14501000000.0;20993000000.0;30930000000.0;6.72
GD;2014-12-31;4388000000.0;2533000000.0;35337000000.0;11829000000.0;23508000000.0;30852000000.0;7.56
GD;2015-12-31;2785000000.0;2965000000.0;31997000000.0;10738000000.0;21259000000.0;31469000000.0;9.23
GD;2016-12-31;2334000000.0;2955000000.0;32872000000.0;10976000000.0;21896000000.0;31353000000.0;
GGP;2012-12-31;624815000.0;-481233000.0;27282405000.0;7621698000.0;19660707000.0;2426301000.0;
GGP;2013-12-31;577271000.0;302528000.0;25762303000.0;8103121000.0;17659182000.0;2486017000.0;
GGP;2014-12-31;372471000.0;665850000.0;25281632000.0;7605919000.0;17675713000.0;2535559000.0;
GGP;2015-12-31;356895000.0;1374561000.0;24073555000.0;8270043000.0;15803512000.0;2403906000.0;
GILD;2012-12-31;1803694000.0;2592000000.0;21239838000.0;9302592000.0;11937246000.0;9702000000.0;1.71
GILD;2013-12-31;2113000000.0;3075000000.0;22579000000.0;11370000000.0;11209000000.0;11202000000.0;2.01
GILD;2014-12-31;10027000000.0;12101000000.0;34664000000.0;15426000000.0;19238000000.0;24890000000.0;7.95
GILD;2015-12-31;12851000000.0;18108000000.0;51839000000.0;18534000000.0;33305000000.0;32639000000.0;12.37
GIS;2013-05-26;741400000.0;1855200000.0;22658000000.0;6672200000.0;15985800000.0;17774100000.0;2.86
GIS;2014-05-25;867300000.0;1824400000.0;23145700000.0;6534800000.0;16610900000.0;17909600000.0;2.9
GIS;2015-05-31;334200000.0;1221300000.0;21832000000.0;4996700000.0;16835300000.0;17630300000.0;2.02
GIS;2016-05-29;763700000.0;1697400000.0;21712300000.0;4930200000.0;16782100000.0;16563100000.0;2.83
GLW;2013-12-31;4704000000.0;1961000000.0;28478000000.0;21162000000.0;7316000000.0;7819000000.0;1.35
GLW;2014-12-31;5309000000.0;2472000000.0;30063000000.0;21579000000.0;8484000000.0;9715000000.0;1.82
GLW;2015-12-31;4500000000.0;1339000000.0;28527000000.0;18788000000.0;9739000000.0;9111000000.0;1.02
GLW;2016-12-31;5291000000.0;3695000000.0;27899000000.0;17893000000.0;10006000000.0;9390000000.0;
GM;2013-12-31;21268000000.0;5346000000.0;166344000000.0;42607000000.0;123737000000.0;155427000000.0;2.71
GM;2014-12-31;20292000000.0;3949000000.0;177501000000.0;35457000000.0;142044000000.0;155929000000.0;1.75
GM;2015-12-31;15238000000.0;9687000000.0;194338000000.0;39871000000.0;154467000000.0;152356000000.0;6.11
GM;2016-12-31;12960000000.0;9427000000.0;221690000000.0;43836000000.0;177854000000.0;166380000000.0;
GPC;2012-12-31;403095000.0;648041000.0;6807061000.0;2997887000.0;3809174000.0;13013868000.0;4.17
GPC;2013-12-31;196893000.0;684959000.0;7680297000.0;3349074000.0;4331223000.0;14077843000.0;4.43
GPC;2014-12-31;137730000.0;711286000.0;8246238000.0;3301248000.0;4944990000.0;15341647000.0;4.64
GPC;2015-12-31;211631000.0;705672000.0;8144771000.0;3146567000.0;4998204000.0;15280044000.0;4.65
GPN;2013-05-31;680470000.0;216125000.0;3125056000.0;1146085000.0;1978971000.0;2375923000.0;2.78
GPN;2014-05-31;581872000.0;245286000.0;4018650000.0;997227000.0;3021423000.0;2554236000.0;3.4
GPN;2015-05-31;650739000.0;278040000.0;5779301000.0;757976000.0;5021325000.0;2773718000.0;4.15
GPN;2016-05-31;1044728000.0;271666000.0;10509952000.0;2746476000.0;7763476000.0;2898150000.0;2.05
GPS;2013-02-02;1460000000.0;1135000000.0;7470000000.0;2894000000.0;4576000000.0;15651000000.0;2.35
GPS;2014-02-01;1510000000.0;1280000000.0;7849000000.0;3062000000.0;4787000000.0;16148000000.0;2.78
GPS;2015-01-31;1515000000.0;1262000000.0;7690000000.0;2983000000.0;4707000000.0;16435000000.0;2.9
GPS;2016-01-30;1370000000.0;920000000.0;7473000000.0;2545000000.0;4928000000.0;15797000000.0;2.24
GRMN;2012-12-29;1231180000.0;542403000.0;4819124000.0;3531796000.0;1287328000.0;2715675000.0;2.78
GRMN;2013-12-28;1179149000.0;612412000.0;4879603000.0;3659706000.0;1219897000.0;2631851000.0;3.13
GRMN;2014-12-27;1196268000.0;364211000.0;4693303000.0;3403367000.0;1289936000.0;2870658000.0;1.89
GRMN;2015-12-26;833070000.0;456227000.0;4499391000.0;3345126000.0;1154265000.0;2820270000.0;2.39
GT;2013-12-31;2996000000.0;629000000.0;17527000000.0;1606000000.0;15921000000.0;19540000000.0;2.44
GT;2014-12-31;2161000000.0;2452000000.0;18044000000.0;3610000000.0;14434000000.0;18138000000.0;9.13
GT;2015-12-31;1476000000.0;307000000.0;16391000000.0;3920000000.0;12471000000.0;16443000000.0;1.14
GT;2016-12-31;1132000000.0;1264000000.0;16511000000.0;4507000000.0;12004000000.0;15158000000.0;
GWW;2012-12-31;452063000.0;689881000.0;5014598000.0;3023912000.0;1990686000.0;8950045000.0;9.71
GWW;2013-12-31;430644000.0;797036000.0;5266328000.0;3250438000.0;2015890000.0;9437758000.0;11.31
GWW;2014-12-31;226644000.0;801729000.0;5283049000.0;3209872000.0;2073177000.0;9964953000.0;11.59
GWW;2015-12-31;290136000.0;768996000.0;5857755000.0;2266634000.0;3591121000.0;9973384000.0;11.69
HAL;2013-12-31;2356000000.0;2125000000.0;29223000000.0;13581000000.0;15642000000.0;29402000000.0;2.37
HAL;2014-12-31;2291000000.0;3500000000.0;32165000000.0;16267000000.0;15898000000.0;32870000000.0;4.13
HAL;2015-12-31;10077000000.0;-671000000.0;36942000000.0;15462000000.0;21480000000.0;23633000000.0;-0.79
HAL;2016-12-31;4009000000.0;-5763000000.0;27000000000.0;9409000000.0;17591000000.0;15887000000.0;
HAR;2013-06-30;454258000.0;142407000.0;3235685000.0;1644871000.0;1590814000.0;4297842000.0;
HAR;2014-06-30;581312000.0;234692000.0;4125590000.0;1792578000.0;2333012000.0;5348483000.0;
HAR;2015-06-30;649513000.0;342680000.0;5865900000.0;2374613000.0;3491287000.0;6155297000.0;
HAR;2016-06-30;602300000.0;361734000.0;6054042000.0;2452473000.0;3601569000.0;6911676000.0;
HAS;2012-12-31;849701000.0;335999000.0;4325387000.0;1507379000.0;2818008000.0;4088983000.0;
HAS;2013-12-29;682449000.0;286198000.0;4402267000.0;1682343000.0;2719924000.0;4082157000.0;2.2
HAS;2014-12-28;893167000.0;415930000.0;4518100000.0;1465664000.0;3052436000.0;4277207000.0;3.24
HAS;2015-12-27;976750000.0;451838000.0;4720717000.0;1663902000.0;3056815000.0;4447509000.0;3.61
HBAN;2012-12-31;10734983000.0;631290000.0;56153185000.0;5790211000.0;50362974000.0;3036584000.0;0.71
HBAN;2013-12-31;12239168000.0;641282000.0;59467174000.0;6090153000.0;53377021000.0;2872833000.0;0.73
HBAN;2014-12-31;14091890000.0;632392000.0;66298010000.0;6328170000.0;59969840000.0;2955641000.0;0.73
HBAN;2015-12-31;15871022000.0;692957000.0;71044551000.0;6594606000.0;64449945000.0;3153251000.0;0.82
HBI;2013-12-28;115863000.0;330494000.0;4090048000.0;1230623000.0;2859425000.0;4627802000.0;3.31
